,ID-ORDER,datetime,Q1a_lang1,Q2-1_Meetings_Freq,Q2-1_Meetings_Import,Q2-1_Meetings_Eng,Q2-1_Meetings_LES, Q2-2_PreparedStats_Freq,Q2-2_PreparedStats_Import,Q2-2_PreparedStats_Eng,Q2-2_PreparedStats_LES,Q2-3_PublicInter_Freq,Q2-3_PublicInter_Import,Q2-3_PublicInter_Eng,Q2-3_PublicInter_LES,Q2-4_SocialConv_Freq,Q2-4_SocialCon_Import,Q2-4_SocialCon_Eng,Q2-4_SocialCon_LES,Q2-5_CommPhone_Freq,Q2-5_CommPhone_Import,Q2-5_CommPhone_Eng,Q2-5_CommPhone_LES,Q2-6_ElicitGather_Freq,Q2-6_ElicitGather_Import,Q2-6_ElicitGather_Eng,Q2-6_ElicitGather_LES,Q2-7_SocialMedia_Freq,Q2-7_SocialMedia_Import,Q2-7_SocialMedia_Eng,Q2-7_SocialMedia_LES,Q2-8_EmailText_Freq,Q2-8_EmailText_Import,Q2-8_EmailText_Eng,Q2-8_EmailText_LES,Q2-9_MonitPubSpoken_Freq,Q2-9_MonitPubSpoken_Import,Q2-9_MonitPubSpoken_Eng,Q2-9_MonitPubSpoken_LES,Q2-10_MonitBroadcast_Freq,Q2-10_MonitBroadcast_Import,Q2-10_MonitBroadcast_Eng,Q2-10_MonitBroadcast_LES,Q2-11_GiveInstruct_Freq,Q2-11_GiveInstruct_Import,Q2-11_GiveInstruct_Eng,Q2-11_GiveInstruct_LES,Q2-12_MakeRequest_Freq,Q2-12_MakeRequest_Import,Q2-12_MakeRequest_Eng,Q2-12_MakeRequest_LES,Q2-13_Negotiate_Freq,Q2-13_Negotiate_Import,Q2-13_Negotiate_Eng,Q2-13_Negotiate_LES,Q2-14_Services_Freq,Q2-14_Services_Import,Q2-14_Services_Eng,Q2-14_Services_LES,Q2-15_SchedOrganize_Freq,Q2-15_SchedOrganize_Import,Q2-15_SchedOrganize_Eng,Q2-15_SchedOrganize_LES,Q2-16_Travel_Freq,Q2-16_Travel_Import,Q2-16_Travel_Eng,Q2-16_Travel_LES,Q2-17_WriteCorresp_Freq,Q2-17_WriteCorresp_Import,Q2-17_WriteCorresp_Eng,Q2-17_WriteCorresp_LES,Q2-18_SpeakExtempor_Freq,Q2-18_SpeakExtempor_Import,Q2-18_SpeakExtempor_Eng,Q2-18_SpeakExtempor_LES,Q2-19_ReadJobDocs_Freq,Q2-19_ReadJobDocs_Import,Q2-19_ReadJobDocs_Eng,Q2-19_ReadJobDocs_LES,Q2-20_Translate_Freq,Q2-20_Translate_Import,Q2-20_Translate_Eng,Q2-20_Translate_LES,Q2-21_Interpret_Freq,Q2-21_Interpret_Import,Q2-21_Interpret_Eng,Q2-21_Interpret_LES,Q2-22_MonitSpokenAccu_Freq,Q2-22_MonitSpokenAccu_Import,Q2-22_MonitSpokenAccu_Eng,Q2-22_MonitSpokenAccu_LES,Q2-23_ReviewEdit_Freq,Q2-23_ReviewEdit_Import,Q2-23_ReviewEdit_Eng,Q2-23_ReviewEdit_LES,Q2-24_Shop_Freq,Q2-24_Shop_Import,Q2-24_Shop_Eng,Q2-24_Shop_LES,Q2-25_OrderFood_Freq,Q2-25_OrderFood_Import,Q2-25_OrderFood_Eng,Q2-25_OrderFood_LES,Q2-26_Children_Freq,Q2-26_Children_Import,Q2-26_Children_Eng,Q2-26_Children_LES,Q2-27_Leisure_Freq,Q2-27_Leisure_Import,Q2-27_Leisure_Eng,Q2-27_Leisure_LES,Comments_Ratings,Translation_aids,Add_tasks,PostnRelabel,Bureau,Org Name,Country,Emp Grade,EmpGradeRank,Lang Cd,Emp Speak Proficiency 1,Speak Proficiency Plus,Emp Read Proficiency 1,Read Proficiency Plus,Postn Lang 1 Sp/Rd,Postn Lang 1 Sp,Postn Lang 1 Rd
446,NA00457,2017-08-15 04:00:00,Arabic,Weekly,Very important,,no,Never - not applicable,Not applicable,,,Every few months,Not important,,,Monthly,Slightly important,,,Never - not applicable,Not important,,,Daily,Very important,,,Daily,Very important,,,Daily,Very important,,,Monthly,Slightly important,,,Daily,,,yes,Daily,Important,yes,,Daily,Very important,yes,,Never - not applicable,Not applicable,,,Never - not applicable,,,,Every few months,Slightly important,yes,,Never - not applicable,Not applicable,,,Weekly,Very important,yes,,Monthly,Slightly important,yes,,Daily,Very important,,yes,Daily,Important,,yes,Every few months,Slightly important,,,Never - not applicable,,,,Never - not applicable,,,,Weekly,Slightly important,,,Weekly,Slightly important,,,Daily,,yes,,Monthly,Not important,yes,,,,,Floater,NEA,AMMAN,JORDAN,02,MID,AD,3.0,,3.0,,AD,3,3
447,NA00458,2017-08-15 03:48:00,Russian,Every few months,Slightly important,yes,yes,Never - not applicable,,,,Never - not applicable,,,,Every few months,Important,,,Every few months,Important,,,Never - not applicable,,,,Never - not applicable,,,,Monthly,Important,,,Never - not applicable,,,,Every few months,Important,,yes,Never - not applicable,,yes,,Never - not applicable,,yes,,Never - not applicable,,,,Never - not applicable,,,,Never - not applicable,,,,Never - not applicable,,,,Never - not applicable,,,,Never - not applicable,,,,Monthly,Important,,,Never - not applicable,,,,Never - not applicable,,,,Never - not applicable,,,,Never - not applicable,,,,Daily,Very important,,,Daily,Very important,,,Daily,Very important,,,Daily,Very important,,,,,,Security,EUR,YEREVAN,ARMENIA,02,MID,RU,2.0,,2.0,,RU,2,2
448,NA00459,2017-08-15 03:45:00,Japanese,Never - not applicable,Not applicable,,,Every few months,Slightly important,,yes,Every few months,Slightly important,,,Every few months,Slightly important,,,Every few months,Slightly important,,,Daily,Very important,,yes,Monthly,Important,,yes,Never - not applicable,Not applicable,,,Never - not applicable,Not applicable,,,Never - not applicable,Not applicable,,,Never - not applicable,Not applicable,yes,,Never - not applicable,Not applicable,yes,,Never - not applicable,Not applicable,no,,Never - not applicable,Not applicable,,,Never - not applicable,Not applicable,,,Daily,Very important,,,Never - not applicable,Not applicable,,,Every few months,Slightly important,,,Never - not applicable,Not applicable,,,Never - not applicable,Not applicable,,,Never - not applicable,Not applicable,,,Daily,Very important,,yes,Never - not applicable,Not applicable,,,Daily,Very important,,,Daily,Very important,,,Every few months,Important,,,Weekly,Important,,,,,,Customer Service,EAP,TOKYO,JAPAN,05,ENTRY,JA,2.0,,0.0,0.5,JA   2/0,,
449,NA00460,2017-08-15 03:17:00,Arabic,Never - Can't do in the language,Not important,yes,,Monthly,Important,no,yes,Monthly,Important,yes,yes,Daily,Very important,no,,Never - not applicable,,,,Daily,Very important,,,Every few months,Slightly important,yes,,Never - Can't do in the language,Not important,,,Monthly,Slightly important,yes,,Daily,Not applicable,,,Daily,Slightly important,yes,yes,Daily,Very important,yes,yes,Never - not applicable,,,,Weekly,Not important,yes,,Monthly,Slightly important,,,Never - not applicable,,yes,,Daily,Important,yes,,Monthly,Slightly important,yes,,Daily,Important,yes,yes,Never - Can't do in the language,,,,Never - not applicable,,,,Never - not applicable,,,,Never - Can't do in the language,,,,Weekly,Not important,,,Weekly,Not important,,,Monthly,Not important,,,Monthly,Not important,yes,,,Understanding news articles.,"I am in a Consular position.  After taking a little more than 30 weeks of Arabic, I wish FSI paid more attention to the consular portion of the lesson.  We had less than one hour a day during the fourth rotation.  This added too much to the daily vocabulary demands.  I think Consular should be a separate rotation - it would have made the first several months much easier and it would have better prepared me to do my job. ",Customer Service,NEA,KUWAIT,KUWAIT,04,ENTRY,AD,2.0,,1.0,0.5,AD,2,1
450,NA00461,2017-08-15 03:15:00,Chinese (Mandarin),Never - not applicable,,,,Never - Can't do in the language,,,,Every few months,,yes,,Every few months,,yes,,Monthly,,,yes,Never - not applicable,,,,Monthly,,,yes,Never - Can't do in the language,,,,Never - not applicable,,,,Never - not applicable,,,,Daily,,yes,,Daily,,yes,,Never - not applicable,,,,Never - not applicable,,,,Never - not applicable,,,,Every few months,,,yes,Daily,,yes,,Never - not applicable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Customer Service,EAP,GUANGZHOU,PEOPLES REP OF CHINA,04,ENTRY,CM,2.0,,2.0,,CM,2,1
451,NA00462,2017-08-15 03:04:00,Thai,Every few months,Slightly important,,yes,Never - not applicable,Not applicable,,,Never - not applicable,Not applicable,,,Never - not applicable,Not applicable,,,Never - not applicable,Not applicable,,,Daily,Very important,,,Weekly,Important,,,Never - not applicable,Not applicable,,,Daily,Very important,,,Daily,Slightly important,,,Daily,Important,,yes,Daily,Important,,yes,Never - not applicable,Not applicable,,,Never - not applicable,Not applicable,,,Never - not applicable,Not applicable,,,Daily,Important,,,Never - not applicable,Not applicable,,,Never - not applicable,Not applicable,,,Daily,Important,,,Never - not applicable,Not applicable,,,Never - not applicable,Not applicable,,,Daily,Very important,,,Never - not applicable,Not applicable,,,Daily,Very important,,,Daily,Very important,,,Weekly,Important,,,Daily,Important,,,,,,Customer Service,EAP,BANGKOK,THAILAND,04,ENTRY,TH,2.0,,2.0,0.5,TH,2,2
452,NA00463,2017-08-15 02:55:00,Arabic,Daily,Slightly important,yes,,Never - not applicable,Not applicable,,,Weekly,Important,yes,,Daily,Slightly important,yes,,Weekly,Not important,yes,,Weekly,Important,,yes,Never - not applicable,Not applicable,,,Daily,Slightly important,yes,,Weekly,Important,yes,,Weekly,Slightly important,yes,,Monthly,Slightly important,yes,,Weekly,Slightly important,yes,,Never - not applicable,Not applicable,,,Never - not applicable,Not applicable,,,Never - not applicable,Not applicable,,,Never - not applicable,Not applicable,,,Weekly,Slightly important,yes,,Weekly,Slightly important,yes,,Daily,Slightly important,yes,,Never - not applicable,Not applicable,,,Never - not applicable,Not applicable,,,Never - not applicable,Not applicable,,,Daily,Slightly important,yes,,Weekly,Slightly important,yes,,Daily,Not important,yes,,Daily,Not important,yes,,Daily,Slightly important,yes,,,,,Operations,NEA,JEDDAH,SAUDI ARABIA,04,ENTRY,AD,2.0,,2.0,,AD,2,1
453,NA00464,2017-08-15 02:46:00,Chinese (Mandarin),Monthly,Important,no,yes,Every few months,Important,,,Every few months,Important,,,Weekly,Important,,,Monthly,Slightly important,,,Monthly,Important,,,Weekly,Slightly important,,,Daily,Important,yes,,Weekly,Important,,yes,Weekly,Slightly important,,yes,Daily,Very important,yes,,Daily,Important,yes,,Every few months,Important,,yes,Weekly,Important,yes,,Weekly,Important,yes,,Every few months,Very important,,,Weekly,Important,yes,,Weekly,Important,,,Weekly,Slightly important,,yes,Monthly,Important,,yes,Every few months,Important,,yes,Daily,Important,,,Weekly,Very important,,,Weekly,Important,,,Weekly,Slightly important,,,Weekly,Important,,,Weekly,Slightly important,,,,,,Social Media,EAP,GUANGZHOU,PEOPLES REP OF CHINA,02,MID,CM,3.0,,3.0,,CM,3,3
454,NA00465,2017-08-15 02:32:00,Chinese (Mandarin),Never - Can't do in the language,Not important,yes,,Never - not applicable,Not applicable,,,Every few months,Slightly important,yes,,Monthly,Slightly important,yes,,Monthly,Slightly important,yes,,Never - not applicable,Not applicable,,,Never - not applicable,Not applicable,,,Monthly,Slightly important,,,Never - not applicable,Not applicable,,,Never - not applicable,,,,Weekly,Important,yes,,Daily,Important,yes,,Never - not applicable,,,,Never - not applicable,,,,Monthly,,yes,,Daily,Very important,,,Every few months,,,,Never - not applicable,,,,Weekly,,yes,,Never - not applicable,,,,Never - not applicable,,,,Never - not applicable,,,,Never - not applicable,,,,Weekly,Very important,,,Daily,Very important,,,Monthly,Very important,,,Weekly,Important,yes,,,"reading menus, reading instructions, looking up words I don't know to be able to use them in daily life",talking to the Char Force,Manager,EAP,CHENGDU,PEOPLES REP OF CHINA,05,ENTRY,CM,2.0,,1.0,,CM,2,0
455,NA00466,2017-08-15 02:26:00,Albanian,Weekly,Very important,,yes,Never - not applicable,,,,Weekly,Important,yes,,Daily,Very important,yes,,Monthly,Important,yes,,Weekly,Very important,yes,,Daily,Very important,yes,,Weekly,Important,,yes,Weekly,Very important,,yes,Daily,Very important,,,Daily,Very important,yes,,Daily,Very important,yes,,Never - not applicable,,,,Never - not applicable,,,,Monthly,Important,yes,,Never - not applicable,,,,Daily,Very important,yes,,Monthly,Important,,yes,Weekly,Important,,,Daily,Very important,,yes,Never - Can't do in the language,,,,Never - Can't do in the language,,,,Never - Can't do in the language,,,,Weekly,Very important,,,Weekly,Very important,,,Weekly,Very important,,,Weekly,Very important,,,"We did not learn the dialect of Albanian spoken in Kosovo. Everyone understands us, and we can barely understand anyone else who is not speaking standard. The vast majority of people do not speak standard. Unfortunately, the language training, though well done, was largely a waste of time and resources.",Google translate but only for individual words. It doesn't work at all with the grammar in Alabnian,,Social Media,EUR,PRISTINA,KOSOVO,04,ENTRY,AB,3.0,,2.0,0.5,AB,2,2
456,NA00467,2017-08-15 02:23:00,Arabic,Monthly,Very important,,yes,Never - Can't do in the language,Important,yes,,Never - Can't do in the language,Not important,,yes,Never - Can't do in the language,Slightly important,,yes,Never - Can't do in the language,Slightly important,,yes,Never - Can't do in the language,Important,,yes,Never - Can't do in the language,Slightly important,,yes,Monthly,Important,yes,,Never - Can't do in the language,Important,,yes,Daily,Important,yes,,Daily,Very important,yes,,Daily,Very important,yes,,Every few months,Very important,no,yes,Never - Can't do in the language,Important,,yes,Never - not applicable,,,,Never - not applicable,,,,Never - Can't do in the language,Very important,yes,yes,Never - Can't do in the language,Slightly important,yes,yes,Never - Can't do in the language,Not important,yes,,Never - not applicable,,,,Never - Can't do in the language,Slightly important,yes,yes,Never - Can't do in the language,Slightly important,,yes,Never - Can't do in the language,Slightly important,,yes,Weekly,Important,no,,Weekly,Important,,,Every few months,Important,,yes,Every few months,Slightly important,yes,,"I could be MORE effective and develop a better understanding of the local environment if I was fluent in Arabic, but it is not ESSENTIAL for me to do my job.  Eight months of Arabic instruction will not enable me (or I would argue most individuals) to be functional in the language.  Yet, the focus of the FSI training was to achieve a level of fluency in political dialog instead of everyday conversations and greeting.  When working with a language learner, it might be better to  initially focus on achieving simple personal interactions and greetings (which is all I use my limited Arabic for) in the language over a few month time frame ending with an evaluation by FSI if the learner was successful and would benefit from additional training.  FSI seems to be stuck on this concept that they can teach anyone a language within a set number of months - the evidence suggests otherwise.  ","News articles, social media.",No.,Security,NEA,DHAHRAN,SAUDI ARABIA,03,MID,AD,1.0,,0.0,,AD,1,0
457,NA00468,2017-08-15 02:18:00,Lao,Never - not applicable,,,yes,Never - not applicable,,,yes,Never - Can't do in the language,,,yes,Monthly,Important,,,Monthly,Very important,,,Never - not applicable,,,yes,Never - not applicable,,,,Monthly,Slightly important,,,Never - Can't do in the language,,,yes,Never - not applicable,,,,Daily,Very important,,,Daily,Very important,,,Never - not applicable,,,,Never - not applicable,,,,Daily,Very important,yes,yes,Every few months,Slightly important,,,Every few months,Very important,,,Every few months,Important,,yes,Every few months,Important,,yes,Every few months,Very important,,yes,Never - not applicable,,,,Every few months,Slightly important,,yes,Every few months,Slightly important,,,Daily,Important,,,Daily,Very important,,,Daily,Important,,,Daily,Important,,,"I am a native Lao speaker but not at the official/professional level. Therefore, my language skill helps particially in getting the job done faster. Everything I do can be done at the LES level or through English usage, but because I can switch from Lao-English, English-Lao, the job gets done quicker and there are no hesitations or misunderstandings.",written materials,"Speaking to the Ambassador's Official Representation Expense staff. They have to English language, therefore speaking Lao is required. ",Executive,EAP,VIENTIANE,LAOS,05,ENTRY,LC,3.0,,3.0,,LC,0,0
458,NA00469,2017-08-15 02:14:00,Arabic,Daily,Very important,,,Every few months,Important,,,Weekly,Important,,,Daily,Important,,,Weekly,Very important,,,Daily,Very important,,,Daily,Very important,,,Daily,Important,,,Every few months,Slightly important,,,Daily,Slightly important,,yes,Daily,Important,,no,Daily,Very important,yes,,Never - not applicable,,,,Never - not applicable,,,,Monthly,Slightly important,,,Monthly,Important,,,Weekly,Important,,,Weekly,Important,,,Daily,Important,,yes,Daily,Slightly important,,,Never - not applicable,,,,Never - not applicable,,,,Every few months,Slightly important,,,Daily,,,,Daily,,,,Daily,Very important,,,Weekly,Important,,,,,,Customer Service,NEA,AMMAN,JORDAN,04,ENTRY,AD,3.0,,3.0,,AD,2,1
459,NA00470,2017-08-15 02:08:00,Vietnamese,Every few months,Not important,yes,yes,Never - Can't do in the language,Not important,yes,yes,Every few months,Slightly important,yes,,Never - Can't do in the language,Slightly important,yes,,Never - Can't do in the language,Not important,,yes,Daily,Very important,,,Never - not applicable,Not applicable,,yes,Never - not applicable,Not applicable,,yes,Never - not applicable,Not applicable,,yes,Never - not applicable,Not applicable,,yes,Never - not applicable,Not applicable,yes,,Never - not applicable,Not applicable,yes,,Never - Can't do in the language,Not applicable,,yes,Never - not applicable,Not applicable,,,Never - not applicable,Not applicable,,,Daily,Very important,,,Weekly,Very important,yes,yes,Never - Can't do in the language,Slightly important,yes,yes,Monthly,Slightly important,,yes,Never - not applicable,Not applicable,,yes,Every few months,Slightly important,yes,yes,Daily,Very important,,,Never - Can't do in the language,Not important,,yes,Daily,Very important,,,Daily,Very important,,,Every few months,Very important,yes,,Never - Can't do in the language,Not applicable,yes,,"Most of my life here is in English.  FSI simply doesn't teach the everyday, common man's conversational Vietnamese that my Consular job would require, preferring instead to focus on the POL/ECON diplo-speak and absurdly high-level texts that are needed to pass the 3/3 test.  ","Google Translate, though it's not great","I conduct visa interviews in Vietnamese.  While I generally have the language skills to do so, upon arrival there were a number of common words and phrases that we did not study in class.  Also, the answers to many of my questions (e.g., ""what's your job?"") frequently go beyond the limited set of possibilities we learned.  ",Customer Service,EAP,HO CHI MINH CITY,VIETNAM,03,MID,VS,3.0,,3.0,,VS,3,3
460,NA00471,2017-08-15 02:08:00,Russian,Weekly,Important,,yes,Never - not applicable,Not applicable,yes,,Never - not applicable,Not applicable,,,Daily,Important,,,Daily,Very important,,,Weekly,Very important,,,Weekly,Slightly important,,yes,Daily,Important,,,Weekly,Very important,,,Daily,Very important,,yes,Daily,Very important,yes,,Daily,Very important,yes,,Monthly,Slightly important,yes,yes,Never - not applicable,Not applicable,,,Weekly,Important,,yes,Daily,Very important,,,Daily,Very important,yes,,Daily,Very important,,,Daily,Very important,,yes,Every few months,Slightly important,,yes,Never - not applicable,Not applicable,,,Weekly,Important,,yes,Weekly,Very important,yes,yes,Daily,Very important,,,Weekly,Very important,,,Monthly,Slightly important,,,Weekly,Very important,,,,,,Operations,SCA,BISHKEK ,KYRGYZSTAN,04,ENTRY,RU,2.0,,2.0,0.5,RU,2,2
